,danceability,energy,valence,tempo,loudness,mode,key,Genre,similarity_self,similarity_between
0,0.344916573275862,0.23662355441494906,0.35334583836580374,0.45088428135705094,0.6236799879486129,1.0,0.45454545454545453,Vocal,0.8111237358886543,0.500565799182143
2,0.6118460095281306,0.4485134724115807,0.6856191976054193,0.47851723229426296,0.6882281045578346,1.0,0.9090909090909091,Country,0.6029312671664673,0.4946294880591928
3,0.5583445213248639,0.19988374869676795,0.4947586294176338,0.4493505622133451,0.6488715994600979,1.0,0.45454545454545453,Vocal,0.7925468159259823,0.5478770864341451
4,0.4902427234573502,0.47713534665971613,0.5504213621803287,0.5418083541033607,0.6980807040420353,1.0,0.6363636363636364,Pop/Rock,0.7148325521766382,0.7281569488114984
5,0.503682369555354,0.7197198813056379,0.6590156876542562,0.5281773413226808,0.778922973944901,1.0,0.0,Pop/Rock,0.4566697426281955,0.3930746232560648
6,0.479292953720508,0.5314688276926778,0.6365662332615658,0.5408517202135045,0.7284161475330811,1.0,0.8181818181818182,Pop/Rock,0.6102976073847909,0.5925503962090362
7,0.4712380149727767,0.42538262591226245,0.6232206007456809,0.45832595570578255,0.6568794065896985,1.0,0.0,Pop/Rock,0.39559680720124046,0.4386149683056795
8,0.30960341991833024,0.1362272255192878,0.31789003623378675,0.4419084531166421,0.4813985169563017,1.0,0.6363636363636364,Classical,0.7442187398590759,0.3522536121374289
9,0.4308309913793103,0.3070099496751945,0.4096100246809852,0.47005350074544494,0.6175222538504181,0.0,0.0,Jazz,0.16977564078105545,-0.04128250951209078
10,0.3957170995916515,0.2402531397866709,0.38150063435383086,0.4445182878668896,0.648330274048543,1.0,0.0,Vocal,0.5004373860901149,0.3160666983760346
11,0.43793362522686025,0.21818534164728523,0.469459071574857,0.4565294075136286,0.6187542281086553,1.0,0.6363636363636364,Vocal,0.7776034720021416,0.5293614375839365
12,0.4295768126134301,0.6020235083005855,0.42593078821614244,0.4877851588195796,0.7307502126105715,1.0,0.18181818181818182,Pop/Rock,0.6169853075022872,0.5568909692201838
13,0.4763614269509981,0.3014277748817066,0.6523656986819304,0.48068048357176185,0.6711165463134807,1.0,0.09090909090909091,International,0.5209184226849103,0.45042031417191974
14,0.31714708598003627,0.22076989233298577,0.646948355826288,0.4512243214175971,0.4345213333654704,1.0,0.6363636363636364,Classical,0.5005632119235772,0.425483506581777
15,0.5008796007259528,0.5462015538535568,0.6215507409546814,0.5128702817895227,0.7342742357492347,1.0,0.0,Pop/Rock,0.44949245535093085,0.44495756549381305
16,0.5640492615698729,0.5165772425615527,0.6091941616341963,0.5254367566890868,0.6790579351153317,1.0,0.8181818181818182,Pop/Rock,0.5980957497032009,0.6089939808825281
17,0.38698063747731387,0.6885708507097602,0.5021662280102924,0.5004220338693708,0.7217499440815638,1.0,0.18181818181818182,Pop/Rock,0.6279632850194934,0.5304058535558589
18,0.7514120735027223,0.5469887430828454,0.7577429848238197,0.5084538962295287,0.7346826273229049,1.0,0.8181818181818182,Reggae,0.6055409134496375,0.5169790501302779
19,0.41295982078039917,0.33032380804394895,0.4480954072362549,0.4753489774318004,0.6452080951577527,1.0,0.8181818181818182,Vocal,0.6326387913964775,0.5173134207781578
20,0.5029124387477314,0.5854804424973935,0.5282781074410545,0.5525231839029442,0.7349250726216587,1.0,0.0,Pop/Rock,0.466062092667788,0.43905803873495164
21,0.5428452540834846,0.5249783001844575,0.6177014913616552,0.4715180932545779,0.6777873226638386,1.0,0.09090909090909091,R&B;,0.47595549428432005,0.5409839953684502
22,0.522794014292196,0.5566939590183655,0.6531686982093158,0.48484482001206364,0.708959223649642,0.0,0.0,R&B;,0.11267761773624596,0.015096655539373893
23,0.27605705989110707,0.21028265598684734,0.22139553221656252,0.42222264502031476,0.5014226650437466,1.0,0.45454545454545453,Classical,0.8528188474865723,0.3635202975717451
24,0.44423179333030843,0.7236408843932953,0.49991048469253796,0.547975984157875,0.75504322632505,1.0,0.18181818181818182,Pop/Rock,0.6400766371311621,0.525529413151024
25,0.5473983756805807,0.37304924011548635,0.49452689807278266,0.48017274801688914,0.6563045019161705,1.0,0.18181818181818182,Country,0.5887230581397058,0.5602930364168337
26,0.5424807985480944,0.5171336414307482,0.6322364312345744,0.5104931760501668,0.6769531950637518,1.0,0.8181818181818182,Pop/Rock,0.5952060592968075,0.6060500576518695
27,0.430672672413793,0.35506379922207076,0.42514953106128245,0.48606853995242816,0.6495566661042687,1.0,0.0,Jazz,0.4352286429775418,0.38485797143064504
28,0.5300065426497277,0.2853374127837036,0.39066575959670224,0.46928928664914016,0.6224663677119237,1.0,0.45454545454545453,Jazz,0.6493331431639981,0.5872369162756936
29,0.4403487431941924,0.3987799352393937,0.5735149818831066,0.4839945053319222,0.7914500312854009,1.0,0.6363636363636364,Latin,0.6105764341946683,0.6893817202111812
30,0.5404361932849363,0.16864820655224955,0.38545523604474086,0.41075668282745514,0.4927230123647232,1.0,0.0,Jazz,0.3813269246411546,0.24567551764186957
31,0.3183611921506352,0.9041699043628197,0.3268516147665809,0.535651237096976,0.8158241194292464,1.0,0.36363636363636365,Pop/Rock,0.5961009339325221,0.3961351444988459
32,0.41288968693284933,0.6798603777367873,0.4323219723783018,0.5457234206243526,0.7279579194485285,1.0,0.7272727272727273,Pop/Rock,0.7096374895219534,0.579678648204221
33,0.4734721007259528,0.5947631736707033,0.5459051956099354,0.5225153527490412,0.6962141999084095,1.0,0.0,Pop/Rock,0.46413506669013915,0.43825157888936606
34,0.5863266991833029,0.490748517322961,0.6417980129181327,0.47529846870838877,0.6711989450215721,1.0,0.18181818181818182,Country,0.63630165521344,0.5920320797856373
35,0.5294651440562613,0.707735364704467,0.6802288126870767,0.5183091661260769,0.7721858129865747,1.0,0.6363636363636364,Pop/Rock,0.7498589199940191,0.6352757497823982
36,0.5301765573956442,0.8233266901916753,0.5062239584099145,0.48980692751544935,0.8332078118055388,1.0,0.0,Pop/Rock,0.4478005971948632,0.34628065545974496
37,0.41392430580762246,0.30361536209800305,0.5399618274431549,0.46211919890288733,0.6899968933934296,1.0,0.0,Latin,0.33935667257049185,0.38391749955139753
38,0.5343536467785843,0.4303222221108349,0.5733938055978575,0.5006889861950449,0.708361152353636,1.0,0.0,R&B;,0.386877691155495,0.44752239816699124
39,0.3859348763611615,0.16071984722110833,0.33299011920390703,0.45056165739128456,0.5995253667237099,1.0,0.0,Vocal,0.47512385744280516,0.25078901617329963
40,0.6175540846188747,0.4834042886358168,0.5623766223809273,0.5220003602034893,0.6864055940128709,1.0,0.8181818181818182,Country,0.7007332748713606,0.6001209147786232
41,0.5343950465063521,0.5025661249899752,0.6032142803129759,0.49900188182138905,0.6961697469208705,1.0,0.6363636363636364,Pop/Rock,0.7171243848737539,0.738969981186
42,0.343532181261343,0.41464348484240915,0.24135740587092372,0.48584454801006066,0.6018233341367591,1.0,0.6363636363636364,Pop/Rock,0.5144284627886148,0.5192244454805579
43,0.5943727336660617,0.6372312565161601,0.42332688967074517,0.521406701605836,0.8211751466894839,1.0,0.6363636363636364,Pop/Rock,0.7501310189113809,0.6496962478759984
44,0.4346211717332123,0.4505903751303232,0.6030196817728299,0.46829427031763915,0.7201260910120755,1.0,0.6363636363636364,R&B;,0.6160591177000488,0.7225309490118015
45,0.5224418920145191,0.6140586013313016,0.5463448868350574,0.5189531229016582,0.744265956132951,1.0,0.0,Pop/Rock,0.4698247133502407,0.43831032386308977
46,0.5560415358439201,0.5622735052931269,0.6573340019954839,0.4832553541147417,0.6976440598712913,1.0,0.6363636363636364,Pop/Rock,0.7220868299965236,0.7182293508725188
47,0.4780967014519056,0.8574186492501402,0.5512338707136482,0.5617711313690008,0.7990714500952059,1.0,0.09090909090909091,Pop/Rock,0.523852210651935,0.39259460698055837
48,0.35876549909255895,0.21602950617531477,0.2869195189833535,0.45030656105249983,0.6397161592229266,1.0,0.9090909090909091,Vocal,0.5113941506438409,0.33010076411866474
49,0.21640697822141558,0.17456646984521612,0.15443106023210626,0.41555509292453363,0.45385217816770707,1.0,0.18181818181818182,Stage & Screen,0.6256845811062058,0.1979064541098038
51,0.6898122300362975,0.6848111697008581,0.7933204642125716,0.5117187300124051,0.740940505603895,1.0,0.18181818181818182,Pop/Rock,0.5145678030398794,0.49349059624595926
52,0.4018290834845734,0.2838355832464512,0.42641969962715964,0.43984880501212054,0.6401437906433031,1.0,0.0,Jazz,0.42406309338995085,0.34325671346767905
53,0.6303622062159709,0.46128600529312697,0.6717104426823505,0.5205675572171578,0.6456257971992576,1.0,0.6363636363636364,Pop/Rock,0.6299704018839186,0.7050412660186549
54,0.7138337318511795,0.6929626764375653,0.6275723667489366,0.4958912128557935,0.7938460641856878,1.0,1.0,R&B;,0.41227980381695284,0.41725672353872933
55,0.40835961433756807,0.3017012791723474,0.40914507798141053,0.4515057097658962,0.5925591968955627,1.0,0.45454545454545453,Jazz,0.6443380990577949,0.5769286887419436
56,0.5625607883393829,0.698999430587858,0.571320851756551,0.5614024918342494,0.7572144197498132,1.0,0.8181818181818182,Pop/Rock,0.6466207128423744,0.5531345227361717
57,0.3990196892014518,0.5641657981794851,0.3651808748621541,0.49770545085185564,0.6961807327243367,1.0,0.6363636363636364,Pop/Rock,0.7019700126867775,0.6315739847930284
58,0.44096238543557165,0.18909994386077472,0.2628403245286982,0.4121801188159377,0.4930002017402203,0.0,0.0,Jazz,0.1129369905436366,-0.13196802456691903
59,0.43602820893829397,0.6928679424973936,0.6546885763797721,0.5953989171133646,0.7388828929595797,1.0,0.18181818181818182,Pop/Rock,0.6140689304703361,0.5255467449912922
60,0.6234504888838476,0.3951725589461865,0.6281664044530799,0.5569723115617924,0.6945986574754754,1.0,0.8181818181818182,R&B;,0.5433019108861806,0.5654330251900834
61,0.43758507259528123,0.6238565392172588,0.5230484955101613,0.5257763153402302,0.7028573838848851,1.0,0.45454545454545453,Pop/Rock,0.8236832998539939,0.7099104973854615
